None,Cp,time
 12.4375E-12, 29.1039E+06,6330
 12.4375E-12, 29.1039E+06,6340
 12.4383E-12, 29.0900E+06,6350
 12.4383E-12, 29.0900E+06,6360
 12.4423E-12, 29.0993E+06,6370
 12.4465E-12, 29.0891E+06,6380
 12.4465E-12, 29.0891E+06,6390
 12.4500E-12, 29.0931E+06,6400
 12.4500E-12, 29.0931E+06,6410
 12.4525E-12, 29.0750E+06,6420
 12.4537E-12, 29.0539E+06,6430
 12.4537E-12, 29.0539E+06,6440
 12.4537E-12, 29.0539E+06,6450
 12.4549E-12, 29.0626E+06,6460
 12.4563E-12, 29.0652E+06,6470
 12.4563E-12, 29.0652E+06,6480
 12.4585E-12, 29.0309E+06,6490
 12.4585E-12, 29.0309E+06,6500
 12.4604E-12, 29.0119E+06,6510
 12.4645E-12, 29.0054E+06,6520
 12.4645E-12, 29.0054E+06,6530
 12.4677E-12, 29.0102E+06,6540
 12.4677E-12, 29.0102E+06,6550
 12.4720E-12, 29.0244E+06,6560
 12.4720E-12, 29.0244E+06,6570
 12.4763E-12, 29.0232E+06,6580
 12.4809E-12, 29.0560E+06,6590
 12.4809E-12, 29.0560E+06,6600
 12.4847E-12, 29.0778E+06,6610
 12.4847E-12, 29.0778E+06,6620
 12.4881E-12, 29.0922E+06,6630
 12.4881E-12, 29.0922E+06,6640
 12.4917E-12, 29.0635E+06,6650
 12.4946E-12, 29.0702E+06,6660
 12.4946E-12, 29.0702E+06,6670
 12.4977E-12, 29.0858E+06,6680
 12.4977E-12, 29.0858E+06,6690
 12.5004E-12, 29.0983E+06,6700
 12.5004E-12, 29.0983E+06,6710
 12.5032E-12, 29.0913E+06,6720
 12.5052E-12, 29.0676E+06,6730
 12.5052E-12, 29.0676E+06,6740
 12.5068E-12, 29.0992E+06,6750
 12.5068E-12, 29.0992E+06,6760
 12.5085E-12, 29.0684E+06,6770
 12.5085E-12, 29.0684E+06,6780
 12.5101E-12, 29.0792E+06,6790
 12.5119E-12, 29.0823E+06,6800
 12.5119E-12, 29.0823E+06,6810
 12.5132E-12, 29.1167E+06,6820
 12.5132E-12, 29.1167E+06,6830
 12.5155E-12, 29.1220E+06,6840
 12.5167E-12, 29.1407E+06,6850
 12.5167E-12, 29.1407E+06,6860
 12.5171E-12, 29.1492E+06,6870
 12.5171E-12, 29.1492E+06,6880
 12.5175E-12, 29.1567E+06,6890
 12.5175E-12, 29.1567E+06,6900
 12.5182E-12, 29.1784E+06,6910
 12.5182E-12, 29.1784E+06,6920
 12.5186E-12, 29.1717E+06,6930
 12.5187E-12, 29.2123E+06,6940
 12.5187E-12, 29.2123E+06,6950
 12.5211E-12, 29.1866E+06 12.5211E-12,,6960
 29.1866E+06 12.5211E-12, 29.1866E+06,6970

 12.5211E-12, 29.2277E+06,6980
 12.5211E-12, 29.2277E+06,6990
 12.5206E-12, 29.2388E+06,7000
 12.5206E-12, 29.2388E+06,7010
 12.5194E-12, 29.2431E+06,7020
 12.5194E-12, 29.2431E+06,7030
 12.5179E-12, 29.2611E+06,7040
 12.5161E-12, 29.2731E+06,7050
 12.5161E-12, 29.2731E+06,7060
 12.5138E-12, 29.2685E+06,7070
 12.5138E-12, 29.2685E+06,7080
 12.5129E-12, 29.2702E+06,7090
 12.5117E-12, 29.3135E+06,7100
 12.5117E-12, 29.3135E+06,7110
 12.5097E-12, 29.2850E+06,7120
 12.5097E-12, 29.2850E+06,7130
 12.5082E-12, 29.3196E+06,7140
 12.5082E-12, 29.3196E+06,7150
 12.5064E-12, 29.3146E+06,7160
 12.5056E-12, 29.3421E+06,7170
 12.5056E-12, 29.3421E+06,7180
 12.5065E-12, 29.3755E+06,7190
 12.5065E-12, 29.3755E+06,7200
 12.5075E-12, 29.3932E+06,7210
 12.5080E-12, 29.3628E+06,7220
 12.5080E-12, 29.3628E+06,7230
 12.5093E-12, 29.3510E+06,7240
 12.5093E-12, 29.3510E+06,7250
 12.5099E-12, 29.3218E+06,7260
 12.5099E-12, 29.3218E+06,7270
 12.5100E-12, 29.3137E+06,7280
 12.5110E-12, 29.2825E+06,7290
 12.5110E-12, 29.2825E+06,7300
 12.5120E-12, 29.2588E+06,7310
 12.5120E-12, 29.2588E+06,7320
 12.5128E-12, 29.2193E+06,7330
 12.5133E-12, 29.1522E+06,7340
 12.5133E-12, 29.1522E+06,7350
 12.5126E-12, 29.0963E+06,7360
 12.5126E-12, 29.0963E+06,7370
 12.5115E-12, 29.0686E+06,7380
 12.5115E-12, 29.0686E+06,7390
 12.5109E-12, 29.0595E+06,7400
 12.5108E-12, 29.0654E+06,7410
 12.5108E-12, 29.0654E+06,7420
 12.5105E-12, 29.0506E+06,7430
 12.5105E-12, 29.0506E+06,7440
 12.5096E-12, 29.0104E+06,7450
 12.5083E-12, 29.0101E+06,7460
 12.5083E-12, 29.0101E+06,7470
 12.5069E-12, 28.9999E+06,7480
 12.5069E-12, 28.9999E+06,7490
 12.5053E-12, 29.0163E+06,7500
 12.5053E-12, 29.0163E+06,7510
 12.5039E-12, 29.0264E+06,7520
 12.5039E-12, 29.0264E+06,7530
 12.5040E-12, 29.0248E+06,7540
 12.5042E-12, 29.0102E+06,7550
 12.5042E-12, 29.0102E+06,7560
 12.5040E-12, 29.0304E+06,7570
 12.5040E-12, 29.0304E+06,7580
 12.5034E-12, 29.0025E+06,7590
 12.5025E-12, 29.0142E+06,7600
 12.5025E-12, 29.0142E+06,7610
 12.5027E-12, 29.0201E+06,7620
 12.5027E-12, 29.0201E+06,7630
